Feature,Importance
TPR,0.0
TPRKB,0.0
TPSAB1,0.0
TPT1,0.0
TRA2A,0.0
TRA2B,0.0
TRAM1,0.0
TRAP1,0.0
TRAPPC3,0.0
TRAPPC4,0.0
TRAPPC5,0.0
TRAPPC6B,0.0
TRIM25,0.0
TRIM26,0.0
TRIM28,0.0
TUBB2A,0.0
TUBB6,0.0
UCHL3,0.0
UBAP2L,0.0
UBE2E3,0.0
UBE2I,0.0
UBE2K,0.0
UBE2L3,0.0
UBE2L6,0.0
UBE2M,0.0
UBE2N,0.0
UBE2O,0.0
UBE2V1,0.0
UBE2V2,0.0
UBE4A,0.0
UBL4A,0.0
UBL5,0.0
UBLCP1,0.0
UBQLN1,0.0
UBQLN2,0.0
UBTF,0.0
UBXN1,0.0
UCHL1,0.0
UBE2D3,0.0
UBA7,0.0
TUBB8,0.0
UBA6,0.0
TUFM,0.0
TWF1,0.0
TWF2,0.0
TXN,0.0
TXN2,0.0
TXNDC12,0.0
TXNDC17,0.0
TXNDC5,0.0
TXNDC9,0.0
TXNIP,0.0
TXNRD1,0.0
TYMP,0.0
U2AF1,0.0
U2AF2,0.0
U2SURP,0.0
UACA,0.0
UBA1,0.0
UBA2,0.0
UBA3,0.0
SRI,0.0
SRC,0.0
RAB8A,0.0
RPS12,0.0
RPS14,0.0
RPS15,0.0
RPS15A,0.0
RPS16,0.0
RPS17,0.0
RPS18,0.0
RPS19,0.0
RPS2,0.0
RPS20,0.0
RPS23,0.0
RPS24,0.0
RPS25,0.0
RPS26,0.0
RPS27A,0.0
RPS28,0.0
RPS3,0.0
RPS3A,0.0
RPS4X,0.0
RPS4Y1,0.0
RPS13,0.0
RPS11,0.0
RPS6,0.0
RPS10,0.0
RPL27,0.0
RPL28,0.0
RPL30,0.0
RPL31,0.0
RPL32,0.0
RPL35,0.0
RPL35A,0.0
RPL36,0.0
RPL4,0.0
RPL6,0.0
RPL7,0.0
RPL7A,0.0
RPL8,0.0
RPL9,0.0
RPLP0,0.0
RPLP1,0.0
RPLP2,0.0
RPN1,0.0
RPN2,0.0
RPS5,0.0
RPS6KA3,0.0
RPL23A,0.0
S100A16,0.0
S100A4,0.0
S100A6,0.0
S100A7,0.0
S100A8,0.0
S100A9,0.0
S100B,0.0
S100P,0.0
SAA1,0.0
SAA4,0.0
SACM1L,0.0
SAE1,0.0
SAFB,0.0
SAMHD1,0.0
SAP18,0.0
SAR1A,0.0
SAR1B,0.0
SARS1,0.0
SART3,0.0
SBDS,0.0
S100A2,0.0
S100A13,0.0
RPS7,0.0
S100A11,0.0
RPS8,0.0
RPS9,0.0
RPSA,0.0
RRAD,0.0
RRAGA,0.0
RRAS,0.0
RRAS2,0.0
RRBP1,0.0
RSL1D1,0.0
RSU1,0.0
RTCA,0.0
RTCB,0.0
RTN3,0.0
RTN4,0.0
RTN4.1,0.0
RTRAF,0.0
RUVBL1,0.0
RUVBL2,0.0
S100A10,0.0
RPL26,0.0
RPL23,0.0
SBSPON,0.0
RARS1,0.0
RAVER1,0.0
Rb1,0.0
RBBP4,0.0
RBBP7,0.0
RBBP9,0.0
RBM14,0.0
RBM15,0.0
RBM25,0.0
RBM3,0.0
RBM39,0.0
RBM4,0.0
RBM8A,0.0
RBMX,0.0
RBP1,0.0
RBP4,0.0
RBPMS,0.0
RBX1,0.0
RCC1,0.0
RCC2,0.0
RASA1,0.0
RARRES2,0.0
RDH11,0.0
RAP2B,0.0
RAB8B,0.0
RAB9A,0.0
RABGAP1,0.0
RAC1,0.0
RAC2,0.0
RACK1,0.0
RAD23A,0.0
RAD23B,0.0
RAD50,0.0
RAI14,0.0
RALA,0.0
RALB,0.0
RALY,0.0
RAN,0.0
RANBP1,0.0
RANGAP1,0.0
RAP1A,0.0
RAP1B,0.0
RAP1GDS1,0.0
RCN1,0.0
RDH13,0.0
RPL22,0.0
RNASET2,0.0
RNPEP,0.0
RO60,0.0
ROCK1,0.0
ROCK2,0.0
RP2,0.0
RPA1,0.0
RPA2,0.0
MICAL1,0.0
RPE,0.0
RPIA,0.0
RPL10A,0.0
RPL11,0.0
RPL12,0.0
RPL13A,0.0
RPL14,0.0
RPL15,0.0
RPL17,0.0
RPL18,0.0
RPL18A,0.0
RNH1,0.0
RNASEH2C,0.0
RDX,0.0
RNASE4,0.0
RECQL,0.0
REEP5,0.0
REEP6,0.0
RELA,0.0
RELCH,0.0
RER1,0.0
REXO2,0.0
RGS10,0.0
RHEB,0.0
RHOA,0.0
RHOB,0.0
RHOC,0.0
RHOG,0.0
RIDA,0.0
RMDN1,0.0
RMDN3,0.0
RNASE1,0.0
RNASE2,0.0
RNASE3,0.0
SBSN,0.0
SCAMP2,0.0
SPTBN1,0.0
SLC9A3R1,0.0
SLIRP,0.0
SLIT3,0.0
SLK,0.0
SLMAP,0.0
SMAP1,0.0
SMAP2,0.0
SMARCA2,0.0
SMARCC2,0.0
SMARCE1,0.0
SMC1A,0.0
SMC3,0.0
SMCHD1,0.0
SMS,0.0
SMTN,0.0
SMU1,0.0
SNAP23,0.0
SNAPIN,0.0
SNCA,0.0
SND1,0.0
SLC9A3R2,0.0
SLC9A1,0.0
SNRNP200,0.0
SLC4A1,0.0
SH3KBP1,0.0
SHMT2,0.0
SIGMAR1,0.0
SIRT3,0.0
SIRT5,0.0
SKIV2L,0.0
SKP1,0.0
SLC14A1,0.0
SLC1A5,0.0
SLC25A11,0.0
SLC25A3,0.0
SLC25A4,0.0
SLC25A5,0.0
SLC25A6,0.0
SLC2A1,0.0
SLC35A4,0.0
SLC3A2,0.0
SLC44A1,0.0
SLC44A2,0.0
SNF8,0.0
SNRNP40,0.0
SH3GLB1,0.0
SORBS2,0.0
SORD,0.0
SORL1,0.0
SP100,0.0
SPAG9,0.0
SPARC,0.0
SPARCL1,0.0
SPCS1,0.0
SPCS2,0.0
SPINK1,0.0
SPINT1,0.0
SPON1,0.0
SPP1,0.0
SPR,0.0
SPRR1A,0.0
SPRR3,0.0
SPRYD4,0.0
SPTA1,0.0
SPTAN1,0.0
SPTB,0.0
SORBS3,0.0
SORBS1,0.0
SNRNP70,0.0
SOD3,0.0
SNRPA,0.0
SNRPA1,0.0
SNRPB2,0.0
SNRPD1,0.0
SNRPD2,0.0
SNRPD3,0.0
SNRPE,0.0
SNRPF,0.0
SNRPG,0.0
SNRPN,0.0
SNTB2,0.0
SNU13,0.0
SNX1,0.0
SNX12,0.0
SNX18,0.0
SNX2,0.0
SNX5,0.0
SNX6,0.0
SOD2,0.0
SH3GLB2,0.0
SH3GL2,0.0
SCAMP3,0.0
SEC23A,0.0
SEC23IP,0.0
SEC24B,0.0
SEC24C,0.0
SEC24D,0.0
SEC31A,0.0
SEC61A1,0.0
SEC61B,0.0
SEC63,0.0
SEL1L,0.0
SELENBP1,0.0
SELENOH,0.0
SELENOM,0.0
SELENOP,0.0
SEPHS1,0.0
SEPTIN1,0.0
SEPTIN10,0.0
SEPTIN11,0.0
SEPTIN2,0.0
SEPTIN6,0.0
SEC23B,0.0
SEC22B,0.0
SEPTIN8,0.0
SEC13,0.0
SCAMP4,0.0
SCCPDH,0.0
SCFD1,0.0
SCIN,0.0
SCLT1,0.0
SCLY,0.0
SCO1,0.0
SCP2,0.0
SCPEP1,0.0
SCRIB,0.0
SCRN1,0.0
SCRN2,0.0
SDC1,0.0
SDC2,0.0
SDCBP,0.0
SDHA,0.0
SDR39U1,0.0
SDSL,0.0
SEC11A,0.0
SEPTIN7,0.0
SEPTIN9,0.0
SH3GL1,0.0
SF3A1,0.0
SF3B1,0.0
SF3B2,0.0
SF3B3,0.0
SF3B4,0.0
SF3B5,0.0
SF3B6,0.0
SFN,0.0
SFPQ,0.0
SFRP1,0.0
SFXN1,0.0
SFXN3,0.0
SGCB,0.0
SGCD,0.0
SGPL1,0.0
SGSH,0.0
SGTA,0.0
SH2D4A,0.0
SH3BGRL2,0.0
SH3BGRL3,0.0
SF3A2,0.0
SF1,0.0
SERBP1,0.0
SET,0.0
SERPINA1,0.0
SERPINA3,0.0
SERPINA6,0.0
SERPINA7,0.0
SERPINB1,0.0
SERPINB10,0.0
SERPINB13,0.0
SERPINB3,0.0
SERPINB4,0.0
SERPINB5,0.0
SERPINB6,0.0
SERPINB9,0.0
SERPINC1,0.0
SERPIND1,0.0
SERPINE1,0.0
SERPINF1,0.0
SERPINF2,0.0
SERPING1,0.0
SERPINH1,0.0
MIF,0.0
LRP1,0.0
MIA3,0.0
CNOT1,0.0
CNP,0.0
CNPY2,0.0
CNPY3,0.0
CNPY4,0.0
CNRIP1,0.0
CNTN1,0.0
COA6,0.0
COASY,0.0
COBLL1,0.0
COL12A1,0.0
COL14A1,0.0
COL15A1,0.0
COL18A1,0.0
COL1A2,0.0
COL3A1,0.0
COL6A1,0.0
COL6A2,0.0
COL6A3,0.0
COL6A6,0.0
CNOT9,0.0
CNN3,0.0
COMMD10,0.0
CNN2,0.0
CLIC1,0.0
CLIC2,0.0
CLIC4,0.0
CLIC6,0.0
CLINT1,0.0
CLIP1,0.0
CLNS1A,0.0
CLPP,0.0
CLPTM1L,0.0
CLTA,0.0
CLTB,0.0
CLTC,0.0
CLU,0.0
CMA1,0.0
CMAS,0.0
CMBL,0.0
CMPK1,0.0
CNBP,0.0
CNN1,0.0
COMMD1,0.0
COMMD2,0.0
CPOX,0.0
COPZ1,0.0
COQ9,0.0
CORO1B,0.0
CORO1C,0.0
CORO7,0.0
COTL1,0.0
COX4I1,0.0
COX5A,0.0
COX5B,0.0
COX6B1,0.0
COX6C,0.0
COX7A2,0.0
COX7A2L,0.0
CP,0.0
CPA3,0.0
CPA4,0.0
CPB2,0.0
CPN1,0.0
CPN2,0.0
CPNE1,0.0
COQ5,0.0
COPS8,0.0
COMMD3,0.0
COPS7B,0.0
COMMD4,0.0
COMMD5,0.0
COMMD7,0.0
COMMD8,0.0
COMMD9,0.0
COMP,0.0
COMT,0.0
COPA,0.0
COPB1,0.0
COPB2,0.0
COPE,0.0
COPG1,0.0
COPG2,0.0
COPS2,0.0
COPS3,0.0
COPS4,0.0
COPS5,0.0
COPS6,0.0
COPS7A,0.0
CLEC3B,0.0
CLDN4,0.0
CLDN1,0.0
CCT5,0.0
CCT7,0.0
CCT8,0.0
CD109,0.0
CD14,0.0
CD151,0.0
CD163,0.0
CD163L1,0.0
CD209,0.0
CD276,0.0
CD34,0.0
CD38,0.0
CD44,0.0
CD47,0.0
CD48,0.0
CD5L,0.0
CD63,0.0
CD74,0.0
CD81,0.0
CD9,0.0
CCT6A,0.0
CCT4,0.0
CLC,0.0
CCT3,0.0
CBR3,0.0
CBR4,0.0
CBX1,0.0
CBX3,0.0
CBX5,0.0
CCAR1,0.0
CCAR2,0.0
CCDC124,0.0
CCDC158,0.0
CCDC22,0.0
CCDC50,0.0
CCDC6,0.0
CCNA2,0.0
CCNB1,0.0
CCND1,0.0
CCNE1,0.0
CCNY,0.0
CCS,0.0
CCT2,0.0
CD99,0.0
CDA,0.0
CDC37,0.0
CDC42,0.0
CFL1,0.0
CFL2,0.0
CHCHD2,0.0
CHD4,0.0
CHID1,0.0
CHMP1B,0.0
CHMP2A,0.0
CHMP3,0.0
CHMP4A,0.0
CHMP5,0.0
CHP1,0.0
CIAPIN1,0.0
CIB1,0.0
CIRBP,0.0
CISD1,0.0
CISD2,0.0
CK20,0.0
CKAP4,0.0
CKMT1A,0.0
CFI,0.0
CFHR2,0.0
CFHR1,0.0
CDKN2AIP,0.0
CDC5L,0.0
CDH1,0.0
CDH13,0.0
CDH2,0.0
CDK5,0.0
CDK5RAP3,0.0
CDKN1A,0.0
CDKN2A,0.0
CDKN2C,0.0
CFH,0.0
CDS2,0.0
CDV3,0.0
CELF2,0.0
CES1,0.0
CETN2,0.0
CFAP20,0.0
CFB,0.0
CFD,0.0
CPNE3,0.0
CPPED1,0.0
CBFB,0.0
DEFA3,0.0
DELE1,0.0
DENR,0.0
DERA,0.0
DERL1,0.0
DES,0.0
DFFA,0.0
DGKA,0.0
DGLUCY,0.0
DHRS1,0.0
DHRS11,0.0
DHRS2,0.0
DHRS4,0.0
DHRS7,0.0
DHX15,0.0
DHX9,0.0
DIABLO,0.0
DIAPH1,0.0
DIAPH2,0.0
DKC1,0.0
DEK,0.0
DECR1,0.0
DLD,0.0
DDX6,0.0
DCTPP1,0.0
DCUN1D1,0.0
DCXR,0.0
DDAH1,0.0
DDAH2,0.0
DDB1,0.0
DDI2,0.0
DDOST,0.0
DDRGK1,0.0
DDX1,0.0
DDX17,0.0
DDX18,0.0
DDX19B,0.0
DDX21,0.0
DDX24,0.0
DDX39B,0.0
DDX3X,0.0
DDX3Y,0.0
DDX42,0.0
DLAT,0.0
DLG1,0.0
CPQ,0.0
DPP9,0.0
DPY30,0.0
DPYD,0.0
DPYSL2,0.0
DPYSL3,0.0
DR1,0.0
DRG1,0.0
DRG2,0.0
DSG1,0.0
DSG2,0.0
DSTN,0.0
DTD1,0.0
DTNA,0.0
DTX3L,0.0
DUOX2,0.0
DUSP23,0.0
DUT,0.0
DYNC1H1,0.0
DYNC1I2,0.0
DYNC1LI2,0.0
DPT,0.0
DPP7,0.0
DLG3,0.0
DPP4,0.0
DLST,0.0
DMAC2L,0.0
DNAJA1,0.0
DNAJA2,0.0
DNAJB1,0.0
DNAJB11,0.0
DNAJB4,0.0
DNAJC10,0.0
DNAJC13,0.0
DNAJC5,0.0
DNAJC8,0.0
DNASE2,0.0
DNM1L,0.0
DNM2,0.0
DNPEP,0.0
DNPH1,0.0
DOCK2,0.0
DPM1,0.0
DPP3,0.0
DCTN6,0.0
DCTN5,0.0
DCTN4,0.0
CS,0.0
CSNK1A1,0.0
CSNK2A1,0.0
CSNK2B,0.0
CSPG4,0.0
CSRP1,0.0
CSRP2,0.0
CST3,0.0
CST6,0.0
CSTA,0.0
CSTB,0.0
CTBP1,0.0
CTF1,0.0
CTHRC1,0.0
CTNNA1,0.0
CTNNB1,0.0
CTNNBL1,0.0
CTNND1,0.0
CTSA,0.0
CTSB,0.0
CSDE1,0.0
CRYZ,0.0
DCTN3,0.0
CRYM,0.0
CPSF6,0.0
CPSF7,0.0
CPT2,0.0
CPVL,0.0
CR2,0.0
CRABP2,0.0
CRADD,0.0
CREG1,0.0
CRELD2,0.0
CRIP1,0.0
CRIP2,0.0
CRISP3,0.0
CRK,0.0
CRKL,0.0
CROCC,0.0
CRP,0.0
CRYAB,0.0
CRYBG1,0.0
CRYL1,0.0
CTSD,0.0
CTSG,0.0
CTSH,0.0
CTSL,0.0
CYRIB,0.0
CYSTM1,0.0
CZIB,0.0
DAD1,0.0
DAG1,0.0
DARS1,0.0
DARS2,0.0
DAZAP1,0.0
DBI,0.0
DBN1,0.0
DBNL,0.0
DBT,0.0
DCD,0.0
DCK,0.0
DCLK1,0.0
DCN,0.0
DCPS,0.0
DCTD,0.0
DCTN1,0.0
CYGB,0.0
CYFIP2,0.0
CYFIP1,0.0
CUTC,0.0
CTSS,0.0
CTSZ,0.0
CUL1,0.0
CUL2,0.0
CUL3,0.0
CUL4A,0.0
CUL5,0.0
CUTA,0.0
CXADR,0.0
CYCS,0.0
CXCR4,0.0
CYB5A,0.0
CYB5B,0.0
CYB5R1,0.0
CYB5R2,0.0
CYBB,0.0
CYBRD1,0.0
CYC1,0.0
CBR1,0.0
CAVIN3,0.0
DYNLL2,0.0
ALDH5A1,0.0
ALDH7A1,0.0
ALDH9A1,0.0
ALDOA,0.0
ALDOC,0.0
ALG5,0.0
ALOX15,0.0
ALOX5,0.0
ALOX5AP,0.0
ALYREF,0.0
AMBP,0.0
AMOT,0.0
ANG,0.0
ANK1,0.0
ANK2,0.0
ANKFY1,0.0
ANKRD22,0.0
ANO6,0.0
ANP32A,0.0
ANP32B,0.0
ALDH6A1,0.0
ALDH4A1,0.0
ANPEP,0.0
ALDH3A2,0.0
AK4,0.0
AKR1A1,0.0
AKR1B1,0.0
AKR1B10,0.0
AKR1C1,0.0
AKR1C3,0.0
AKR1D1,0.0
AKR7A2,0.0
ALAD,0.0
ALB,0.0
ALCAM,0.0
ALDH16A1,0.0
ALDH18A1,0.0
ALDH1A1,0.0
ALDH1A3,0.0
ALDH1L1,0.0
ALDH1L2,0.0
ALDH2,0.0
ALDH3A1,0.0
ANP32E,0.0
ANXA1,0.0
APPL1,0.0
AP2S1,0.0
AP3M1,0.0
AP3S1,0.0
APEH,0.0
APEX1,0.0
API5,0.0
APIP,0.0
APMAP,0.0
APOA1,0.0
APOA2,0.0
APOB,0.0
APOBEC3C,0.0
APOC2,0.0
APOC3,0.0
APOD,0.0
APOE,0.0
APOF,0.0
APOL1,0.0
APOL2,0.0
APOM,0.0
AP3D1,0.0
AP2M1,0.0
ANXA10,0.0
AP2B1,0.0
ANXA11,0.0
ANXA2,0.0
ANXA3,0.0
ANXA4,0.0
ANXA5,0.0
ANXA6,0.0
ANXA7,0.0
ANXA8,0.0
ANXA8L1,0.0
AOC3,0.0
AOX1,0.0
AP1B1,0.0
AP1G1,0.0
AP1M1,0.0
AP1S1,0.0
AP1S2,0.0
AP1S3,0.0
AP2A1,0.0
AP2A2,0.0
AK3,0.0
AK2,0.0
AK1,0.0
ACBD3,0.0
ACIN1,0.0
ACLY,0.0
ACO1,0.0
ACOT13,0.0
ACOT7,0.0
ACOX1,0.0
ACOX3,0.0
ACP1.1,0.0
ACP2,0.0
ACSF2,0.0
ACSL1,0.0
ACSL3,0.0
ACSL4,0.0
ACSL5,0.0
ACTBL2,0.0
ACTC1,0.0
ACTG1,0.0
ACTL6A,0.0
ACTN1,0.0
ACE,0.0
ACAT2,0.0
AIP,0.0
ACADVL,0.0
AAMDC,0.0
AARS1,0.0
AASDHPPT,0.0
AASS,0.0
ABAT,0.0
ABCC4,0.0
ABCE1,0.0
ABCF1,0.0
ABHD10,0.0
ABHD11,0.0
ABHD14B,0.0
ABI1,0.0
ABI3BP,0.0
ABRAXAS2,0.0
ACAA1,0.0
ACAA2,0.0
ACADM,0.0
ACADS,0.0
ACADSB,0.0
ACTN4,0.0
ACTR1A,0.0
ACTR1B,0.0
ACTR2,0.0
AGA,0.0
AGFG1,0.0
AGL,0.0
AGO1,0.0
AGO2,0.0
AGO3,0.0
AGR2,0.0
AGRN,0.0
AGT,0.0
AHCY,0.0
AHCYL1,0.0
AHNAK,0.0
AHSA1,0.0
AHSG,0.0
AHSP,0.0
AIF1,0.0
AIFM1,0.0
AIMP1,0.0
AIMP2,0.0
AFM,0.0
AFG3L2,0.0
AFDN,0.0
ADH1A,0.0
ACTR3,0.0
ACY1,0.0
ACYP2,0.0
ADA,0.0
ADAR,0.0
ADD1,0.0
ADD3,0.0
ADGRE5,0.0
ADH1B,0.0
AEBP1,0.0
ADH5,0.0
ADI1,0.0
ADIRF,0.0
ADK,0.0
ADPRS,0.0
ADRM1,0.0
ADSL,0.0
ADSS2,0.0
APOO,0.0
APRT,0.0
CAVIN2,0.0
BZW1,0.0
C12orf57,0.0
C1QA,0.0
C1QB,0.0
C1QBP,0.0
C1QC,0.0
C1R,0.0
C1S,0.0
C2,0.0
C20orf27,0.0
C3,0.0
C4A,0.0
C4B,0.0
C4BPA,0.0
C5,0.0
C7,0.0
C8A,0.0
C8G,0.0
C8orf82,0.0
C9orf64,0.0
C11orf68,0.0
BUD31,0.0
CA2,0.0
BUB3,0.0
BLM,0.0
BLMH,0.0
BLOC1S1,0.0
BLOC1S2,0.0
BLVRA,0.0
BLVRB,0.0
BOLA2,0.0
BORCS5,0.0
BPGM,0.0
BPI,0.0
BPIFB1,0.0
BRCC3,0.0
BRIX1,0.0
BROX,0.0
BSG,0.0
BST1,0.0
BST2,0.0
BTF3,0.0
BTF3L4,0.0
CA1,0.0
CA3,0.0
AQP1,0.0
CAPRIN1,0.0
CAPZA1,0.0
CAPZA2,0.0
CAPZB,0.0
CAPZB.1,0.0
CARHSP1,0.0
CARMIL3,0.0
CARS1,0.0
CASK,0.0
CASP1,0.0
CASP3,0.0
CASP5,0.0
CASP6,0.0
CASP7,0.0
CAST,0.0
CAT,0.0
CAV1,0.0
CAV1.1,0.0
CAV2,0.0
CAVIN1,0.0
CAPS,0.0
CAPNS2,0.0
CAB39,0.0
CAPNS1,0.0
CAB39L,0.0
CACNA2D1,0.0
CACYBP,0.0
CAD,0.0
CADM3,0.0
CALD1,0.0
CALM3,0.0
CALR,0.0
CALU,0.0
CAMK2D,0.0
CAMK2G,0.0
CAND1,0.0
CANX,0.0
CAP1,0.0
CAP2,0.0
CAPG,0.0
CAPN1,0.0
CAPN2,0.0
CAPN5,0.0
BIRC5,0.0
BIN2,0.0
BIN1,0.0
ARMC1,0.0
ARMT1,0.0
ARPC1A,0.0
ARPC1B,0.0
ARPC2,0.0
ARPC3,0.0
ARPC4,0.0
ARPC5,0.0
ARPC5L,0.0
ARPIN,0.0
ARRB1,0.0
ASAH1,0.0
ASL,0.0
ASPH,0.0
ASPRV1,0.0
ASS1,0.0
ATG3,0.0
ATIC,0.0
ATP1A1,0.0
ATP1B1,0.0
ARMC10,0.0
ARL8B,0.0
BID,0.0
ARL8A,0.0
AQR,0.0
ARAP1,0.0
ARCN1,0.0
ARF1,0.0
ARF4,0.0
ARF5,0.0
ARF6,0.0
ARFGEF1,0.0
ARFIP1,0.0
ARHGAP1,0.0
ARHGAP17,0.0
ARHGAP25,0.0
ARHGDIA,0.0
ARHGEF1,0.0
ARHGEF7,0.0
ARL1,0.0
ARL3,0.0
ARL6IP1,0.0
ARL6IP5,0.0
ATP1B3,0.0
ATP2A2,0.0
ATP2B1,0.0
ATP2B4,0.0
BAG2,0.0
BAG3,0.0
BANF1,0.0
BAP18,0.0
BASP1,0.0
BAX,0.0
BCAM,0.0
BCAP29,0.0
BCAP31,0.0
BCCIP,0.0
BCHE,0.0
BCKDHA,0.0
BCKDHB,0.0
BCL2,0.0
BCL2L13,0.0
BCLAF1,0.0
BDH1,0.0
BDH2,0.0
BHMT,0.0
BAG1,0.0
BABAM2,0.0
B2M,0.0
ATP5PB,0.0
ATP5F1A,0.0
ATP5F1B,0.0
ATP5F1C,0.0
ATP5F1D,0.0
ATP5ME,0.0
ATP5MF,0.0
ATP5MG,0.0
ATP5MK,0.0
ATP5PF,0.0
AZU1,0.0
ATP5PO,0.0
ATP6V0D1,0.0
ATP6V1A,0.0
ATP6V1B2,0.0
ATP6V1E1,0.0
ATP6V1F,0.0
ATP6V1G1,0.0
ATRN,0.0
DYNC2H1,0.0
DYNLRB1,0.0
MGST3,0.0
IGHG2,0.0
IGHM,0.0
IGHV1-18,0.0
IGHV1-3,0.0
IGHV3-15,0.0
IGHV3-30-3,0.0
IGHV3-49,0.0
IGHV3-7,0.0
IGHV3-72,0.0
IGHV3-74,0.0
IGHV3-9,0.0
IGHV4-59,0.0
IGHV5-51,0.0
IGHV6-1,0.0
IGKC,0.0
IGKV1-13,0.0
IGKV1-16,0.0
IGKV1-33,0.0
IGKV1-5,0.0
IGKV1-8,0.0
IGHG3,0.0
IGFBP7,0.0
IGKV2-24,0.0
IGFBP4,0.0
HUWE1,0.0
HVCN1,0.0
HYI,0.0
IARS1,0.0
IARS2,0.0
IBA57,0.0
ICAM3,0.0
IDE,0.0
IDH1,0.0
IDH2,0.0
IDH3A,0.0
IDH3G,0.0
IDI1,0.0
IFI35,0.0
IFITM3,0.0
IFT27,0.0
IGF2R,0.0
IGFALS,0.0
IGFBP2,0.0
IGKV1D-16,0.0
IGKV2-30,0.0
ITGA3,0.0
ILKAP,0.0
IMPA2,0.0
IMPDH2,0.0
INPP1,0.0
INPP4A,0.0
INPP4B,0.0
INPP5D,0.0
INTS3,0.0
IPO5,0.0
IPO7,0.0
IPO9,0.0
IQGAP1,0.0
IQGAP2,0.0
IRAG2,0.0
IRF6,0.0
ISLR,0.0
ISOC2,0.0
IST1,0.0
ISYNA1,0.0
ITGA1,0.0
ILVBL,0.0
ILK,0.0
IGKV2D-40,0.0
ILF3,0.0
IGKV3-11,0.0
IGKV3-15,0.0
IGKV3-20,0.0
IGKV4-1,0.0
IGLC3,0.0
IGLV1-40,0.0
IGLV1-47,0.0
IGLV1-51,0.0
IGLV2-18,0.0
IGLV3-10,0.0
IGLV3-27,0.0
IGLV3-9,0.0
IGLV4-69,0.0
IGLV8-61,0.0
IGLV9-49,0.0
IL16,0.0
IL18,0.0
IL1RN,0.0
ILF2,0.0
HTRA2,0.0
HTRA1,0.0
HSPH1,0.0
HLA-DRB4,0.0
HM13,0.0
HMBS,0.0
HMGA1,0.0
HMGB1,0.0
HMGB2,0.0
HMGCL,0.0
HMGCS2,0.0
HMGN2,0.0
HMOX2,0.0
HNMT,0.0
HNRNPA0,0.0
HNRNPA1,0.0
HNRNPA2B1,0.0
HNRNPA3,0.0
HNRNPA3.1,0.0
HNRNPAB,0.0
HNRNPC,0.0
HNRNPDL,0.0
HNRNPF,0.0
HLA-DRB5,0.0
HLA-DRB1,0.0
HSPE1,0.0
HLA-DRA,0.0
HEXA,0.0
HEXB,0.0
HGS,0.0
HIBADH,0.0
HIBCH,0.0
HIGD1A,0.0
HIKESHI,0.0
HINT1,0.0
HINT2,0.0
HINT3,0.0
HIP1R,0.0
HK1,0.0
HK2,0.0
HLA-A.1,0.0
HLA-C,0.0
HLA-DMB,0.0
HLA-DPA1,0.0
HLA-DPB1,0.0
HLA-DQA1,0.0
HNRNPH1,0.0
HNRNPH2,0.0
HNRNPH3,0.0
HNRNPK,0.0
HSD17B4,0.0
HSD17B8,0.0
HSDL2,0.0
HSP90AA1,0.0
HSP90AB1,0.0
HSP90AB2P,0.0
HSP90B1,0.0
HSPA12A,0.0
HSPA13,0.0
HSPA1A,0.0
HSPA2,0.0
HSPA4,0.0
HSPA5,0.0
HSPA8,0.0
HSPA9,0.0
HSPB1,0.0
HSPB11,0.0
HSPB7,0.0
HSPD1,0.0
HSD17B12,0.0
HSD17B11,0.0
HSD17B10,0.0
HP,0.0
HNRNPL,0.0
HNRNPLL,0.0
HNRNPM,0.0
HNRNPR,0.0
HNRNPR.1,0.0
HNRNPU,0.0
HNRNPUL1,0.0
HOOK3,0.0
HP1BP3,0.0
HS1BP3,0.0
HPCAL1,0.0
HPGD,0.0
HPGDS,0.0
HPRT1,0.0
HPX,0.0
HRAS,0.0
HRG,0.0
HRNR,0.0
ITGA2,0.0
ITGA5,0.0
HELZ2,0.0
LUC7L2,0.0
LUM,0.0
LXN,0.0
LY6D,0.0
LYPLA1,0.0
LYPLA2,0.0
LYPLAL1,0.0
LYZ,0.0
LZIC,0.0
LZTFL1,0.0
M6PR,0.0
MACF1,0.0
MACROD1,0.0
MACROH2A1,0.0
MACROH2A2,0.0
MAIP1,0.0
MAN2B1,0.0
MAN2C1,0.0
MAOA,0.0
MAOB,0.0
LUC7L3,0.0
LTF,0.0
MAP1LC3A,0.0
LTBP4,0.0
LRBA,0.0
LRG1,0.0
A2M,0.0
LRPAP1,0.0
LRPPRC,0.0
LRRC47,0.0
LRRC57,0.0
LRRC59,0.0
LRRFIP1,0.0
LSM1,0.0
LSM2,0.0
LSM3,0.0
LSM4,0.0
LSM6,0.0
LSM8,0.0
LSP1,0.0
LTA4H,0.0
LTBP1,0.0
LTBP2,0.0
MAP1B,0.0
MAP1S,0.0
ITGA7,0.0
MCM5,0.0
MCU,0.0
MDH2,0.0
MDP1,0.0
ME1,0.0
ME2,0.0
MECP2,0.0
MECR,0.0
MESD,0.0
METAP1,0.0
METAP2,0.0
METTL26,0.0
METTL7A,0.0
MFAP4,0.0
MFAP5,0.0
MFGE8,0.0
MGLL,0.0
MGMT,0.0
MGST1,0.0
MGST2,0.0
MCM7,0.0
MCEE,0.0
MAP2K1,0.0
MCCC2,0.0
MAP2K2,0.0
MAP2K3,0.0
MAP2K4,0.0
MAP4,0.0
MAPK1,0.0
MAPK14,0.0
